battery_voltage_v,battery_temp_c,battery_charge_percent,battery_health_percent,alternator_output_v,engine_temp_c,coolant_temp_c,engine_rpm,oil_pressure_psi,fuel_level_percent,engine_load_percent,ambient_temp_c,brake_fluid_level_psi,brake_pad_wear_mm,brake_temp_c,service_type
10.222627179701142,24.054381765098046,96.6583173253797,96.28518603818104,13.830845137120258,95.06116445649086,91.05450586751824,4004.064172095879,35.76909433351597,10.97539818356581,26.42731662873713,18.54893383649769,1010.6235315278308,7.202903518768723,119.54834135130506,BATTERY_JUMP
12.54526034013866,34.43933941566402,53.7885090478803,94.16838848371356,14.16743438767527,115.33018643326452,89.05912943863052,1105.2710049470488,6.374114207454884,55.120237286164254,0.0,29.680566583945303,860.456591793301,7.315401086526561,26.516725717551346,SEVERE_MECHANICAL_TOW
12.994211426937255,21.03233858566295,42.366656277281486,91.787453993431,14.944325678484663,119.3224707208603,89.68972545184687,1583.2314576471144,12.079984462681317,93.29009392494888,47.50963838616309,37.86324141418786,1048.2319346540976,8.747317730607508,72.42323288030057,FUEL_FILTER_CLOGGED
12.369434688810683,28.974215227129125,67.19654361141983,93.65491791581005,14.30088775876876,107.6992980839546,93.97444692602488,2359.9386174956367,8.298198455315143,21.45207692592636,25.51953511468419,16.412490681482662,1022.8975375597516,7.74324142717507,88.21943977452048,ELECTRICAL_FAULT_RAIN
12.994211426937255,21.03233858566295,42.366656277281486,91.787453993431,14.944325678484663,119.3224707208603,89.68972545184687,1583.2314576471144,12.079984462681317,93.29009392494888,47.50963838616309,37.86324141418786,1048.2319346540976,8.747317730607508,72.42323288030057,COOLANT_LOW
12.369434688810683,28.974215227129125,67.19654361141983,93.65491791581005,14.30088775876876,107.6992980839546,93.97444692602488,2359.9386174956367,8.298198455315143,21.45207692592636,25.51953511468419,16.412490681482662,1022.8975375597516,7.74324142717507,88.21943977452048,TRANSMISSION_ISSUE
13.133210271332288,20.557464106804808,96.06000557236229,93.36690507647916,14.099109115554407,96.1629783032642,84.87913368491677,2143.467420911428,45.6113106908654,12.20408015107315,47.7614368154229,29.721217924613992,456.6410244060612,8.662123663895521,298.77558962633094,BRAKE_PAD_WORN
12.283879075183444,30.289317268929423,90.19038036008176,98.45131565481428,14.080874817134054,108.6451887508766,93.92400388336272,1707.592781233533,5.9280493283909,93.75842798013576,37.01380132920734,30.835513123890937,891.7197691512449,7.491967882756829,39.15051858399488,FUEL_PUMP
9.065081740117396,28.7736310992012,90.4065244350694,91.99655029279332,14.373371666010303,93.09603477082318,88.27421810976634,2310.446055254561,41.03564044087213,58.21544278685666,21.842790554539093,48.90440480876421,881.7042727652224,9.69061958072252,66.90858781455299,BATTERY_REPLACE
12.369434688810683,28.974215227129125,67.19654361141983,93.65491791581005,14.30088775876876,107.6992980839546,93.97444692602488,2359.9386174956367,8.298198455315143,21.45207692592636,25.51953511468419,16.412490681482662,1022.8975375597516,7.74324142717507,88.21943977452048,TRANSMISSION_ISSUE
